Episode,Total Reward,Steps,Termination Reason
1106,-163,27,no_fly_zone
1107,-108,29,boundary
1108,-143,17,no_fly_zone
1109,-159,25,no_fly_zone
1110,15,20,boundary
1111,50,20,boundary
1112,-273,82,no_fly_zone
1113,-108,29,boundary
1114,-135,13,no_fly_zone
1115,50,20,boundary
1116,48,21,boundary
1117,-202,50,no_fly_zone
1118,-135,13,no_fly_zone
1119,-83,20,boundary
1120,-135,13,no_fly_zone
1121,-442,196,boundary
1122,-233,62,no_fly_zone
1123,-20,20,boundary
1124,-90,20,boundary
1125,50,20,boundary
1126,-90,20,boundary
1127,-90,20,boundary
1128,-90,20,boundary
1129,-171,31,no_fly_zone
1130,-135,13,no_fly_zone
1131,-282,90,no_fly_zone
1132,-90,20,boundary
1133,50,20,boundary
1134,50,20,boundary
1135,-135,13,no_fly_zone
1136,63,31,boundary
1137,50,20,boundary
1138,-348,123,no_fly_zone
1139,-141,16,no_fly_zone
1140,-126,38,boundary
1141,-135,13,no_fly_zone
1142,-83,20,boundary
1143,-135,13,no_fly_zone
1144,-83,20,boundary
1145,-168,59,boundary
1146,-135,13,no_fly_zone
1147,-149,20,no_fly_zone
1148,50,20,boundary
1149,50,20,boundary
1150,-135,13,no_fly_zone
1151,-172,35,no_fly_zone
1152,-195,43,no_fly_zone
1153,-135,13,no_fly_zone
1154,50,20,boundary
1155,50,20,boundary
1156,50,20,boundary
1157,-135,13,no_fly_zone
1158,-135,13,no_fly_zone
1159,-135,13,no_fly_zone
1160,50,20,boundary
1161,-90,20,boundary
1162,-137,14,no_fly_zone
1163,-120,16,no_fly_zone
1164,-149,20,no_fly_zone
1165,-165,28,no_fly_zone
1166,-90,20,boundary
1167,-90,20,boundary
1168,-187,39,no_fly_zone
1169,50,20,boundary
1170,-90,20,boundary
1171,-94,22,boundary
1172,-90,20,boundary
1173,-135,13,no_fly_zone
1174,53,22,boundary
1175,-175,33,no_fly_zone
1176,-130,40,boundary
1177,50,20,boundary
1178,-90,20,boundary
1179,50,20,boundary
1180,22,20,boundary
1181,-135,13,no_fly_zone
1182,-165,28,no_fly_zone
1183,-90,20,boundary
1184,-83,20,boundary
1185,-183,37,no_fly_zone
1186,-55,20,boundary
1187,48,21,boundary
1188,50,20,boundary
1189,-135,13,no_fly_zone
1190,50,20,boundary
1191,-140,52,boundary
1192,50,20,boundary
1193,-135,13,no_fly_zone
1194,-135,13,no_fly_zone
1195,-135,13,no_fly_zone
1196,-159,25,no_fly_zone
1197,-69,20,boundary
1198,-135,13,no_fly_zone
1199,8,20,boundary
1200,-83,20,boundary
1201,-135,13,no_fly_zone
1202,-90,20,boundary
1203,-203,47,no_fly_zone
1204,-217,54,no_fly_zone
1205,-135,13,no_fly_zone
1206,-90,20,boundary
1207,-135,13,no_fly_zone
1208,-135,13,no_fly_zone
1209,-90,20,boundary
1210,-135,13,no_fly_zone
1211,50,20,boundary
1212,-90,20,boundary
1213,50,20,boundary
1214,50,20,boundary
1215,-151,21,no_fly_zone
1216,-90,20,boundary
1217,-90,20,boundary
1218,-90,20,boundary
1219,-135,13,no_fly_zone
1220,-173,32,no_fly_zone
1221,-90,20,boundary
1222,36,20,boundary
1223,-13,20,boundary
1224,-151,21,no_fly_zone
1225,-90,20,boundary
1226,-80,22,boundary
1227,-13,20,boundary
1228,43,20,boundary
1229,-98,24,boundary
1230,-219,55,no_fly_zone
1231,-135,13,no_fly_zone
1232,-135,13,no_fly_zone
1233,-205,48,no_fly_zone
1234,-157,24,no_fly_zone
1235,-135,13,no_fly_zone
1236,50,20,boundary
1237,-135,13,no_fly_zone
1238,50,20,boundary
1239,-175,33,no_fly_zone
1240,15,20,boundary
1241,-120,16,no_fly_zone
1242,-173,32,no_fly_zone
1243,386,40,target_reached
1244,15,20,boundary
1245,50,20,boundary
1246,-171,31,no_fly_zone
1247,-135,13,no_fly_zone
1248,43,20,boundary
1249,-90,20,boundary
1250,-90,20,boundary
1251,-135,13,no_fly_zone
1252,-135,13,no_fly_zone
1253,50,20,boundary
1254,-155,23,no_fly_zone
1255,-90,20,boundary
1256,-161,26,no_fly_zone
1257,-90,20,boundary
1258,-135,13,no_fly_zone
1259,1,20,boundary
1260,-135,13,no_fly_zone
1261,50,20,boundary
1262,-135,13,no_fly_zone
1263,-135,13,no_fly_zone
1264,-90,20,boundary
1265,50,20,boundary
1266,-135,13,no_fly_zone
1267,-135,13,no_fly_zone
1268,-120,35,boundary
1269,400,40,target_reached
1270,-135,13,no_fly_zone
1271,-41,20,boundary
1272,-128,39,boundary
1273,50,20,boundary
1274,-90,20,boundary
1275,-135,13,no_fly_zone
1276,50,20,boundary
1277,36,20,boundary
1278,-135,13,no_fly_zone
1279,-110,30,boundary
1280,-120,16,no_fly_zone
1281,-135,13,no_fly_zone
1282,8,20,boundary
1283,-153,22,no_fly_zone
1284,-135,13,no_fly_zone
1285,-135,13,no_fly_zone
1286,-135,13,no_fly_zone
1287,53,22,boundary
1288,-90,20,boundary
1289,50,20,boundary
1290,-135,13,no_fly_zone
1291,-144,47,boundary
1292,-90,20,boundary
1293,-161,26,no_fly_zone
1294,50,20,boundary
1295,50,20,boundary
1296,15,20,boundary
1297,-135,13,no_fly_zone
1298,50,20,boundary
1299,-90,20,boundary
1300,-125,15,no_fly_zone
1301,-90,20,boundary
1302,-90,20,boundary
1303,-108,29,boundary
1304,-159,25,no_fly_zone
1305,50,20,boundary
1306,-203,47,no_fly_zone
1307,-135,13,no_fly_zone
1308,-90,20,boundary
1309,-135,13,no_fly_zone
1310,-98,31,boundary
1311,48,21,boundary
1312,50,20,boundary
1313,-189,40,no_fly_zone
1314,-90,20,boundary
1315,-135,13,no_fly_zone
1316,-193,42,no_fly_zone
1317,-135,13,no_fly_zone
1318,-135,13,no_fly_zone
1319,-90,20,boundary
1320,50,20,boundary
1321,50,20,boundary
1322,43,20,boundary
1323,-135,13,no_fly_zone
1324,50,20,boundary
1325,-136,43,boundary
1326,-135,13,no_fly_zone
1327,50,20,boundary
1328,-1400,700,max_steps
1329,-137,14,no_fly_zone
1330,-90,20,boundary
1331,-151,21,no_fly_zone
1332,-90,20,boundary
1333,-135,13,no_fly_zone
1334,-147,19,no_fly_zone
1335,-135,13,no_fly_zone
1336,-250,107,boundary
1337,-135,13,no_fly_zone
1338,-216,83,boundary
1339,-104,27,boundary
1340,-173,32,no_fly_zone
1341,-76,20,boundary
1342,-176,37,no_fly_zone
1343,-90,20,boundary
1344,-90,20,boundary
1345,-147,19,no_fly_zone
1346,-90,20,boundary
1347,-139,15,no_fly_zone
1348,-327,109,no_fly_zone
1349,-90,20,boundary
1350,-130,40,boundary
1351,-90,20,boundary
1352,-94,22,boundary
1353,-142,46,boundary
1354,-90,20,boundary
1355,-76,20,boundary
1356,50,20,boundary
1357,-153,22,no_fly_zone
1358,8,20,boundary
1359,50,20,boundary
1360,-135,13,no_fly_zone
1361,-117,58,boundary
1362,-205,48,no_fly_zone
1363,-90,20,boundary
1364,-90,20,boundary
1365,-191,41,no_fly_zone
1366,-135,13,no_fly_zone
1367,-141,16,no_fly_zone
1368,50,20,boundary
1369,-135,13,no_fly_zone
1370,-90,20,boundary
1371,-163,27,no_fly_zone
1372,22,20,boundary
1373,-109,61,boundary
1374,-159,25,no_fly_zone
1375,-76,20,boundary
1376,-90,20,boundary
1377,-90,20,boundary
1378,-231,61,no_fly_zone
1379,-118,34,boundary
1380,-135,13,no_fly_zone
1381,-130,14,no_fly_zone
1382,-215,53,no_fly_zone
1383,-90,20,boundary
1384,-145,18,no_fly_zone
1385,-139,76,boundary
1386,-135,13,no_fly_zone
1387,-155,23,no_fly_zone
1388,50,20,boundary
1389,-157,24,no_fly_zone
1390,-135,13,no_fly_zone
1391,50,20,boundary
1392,-90,20,boundary
1393,50,20,boundary
1394,-116,33,boundary
1395,-90,20,boundary
1396,-183,37,no_fly_zone
1397,-130,14,no_fly_zone
1398,50,20,boundary
1399,-135,13,no_fly_zone
1400,-90,20,boundary
1401,-135,13,no_fly_zone
1402,-135,13,no_fly_zone
1403,-90,20,boundary
1404,50,20,boundary
1405,-90,20,boundary
1406,-143,17,no_fly_zone
1407,50,20,boundary
1408,-298,98,no_fly_zone
1409,-90,20,boundary
1410,50,20,boundary
1411,-90,20,boundary
1412,-90,20,boundary
1413,-90,20,boundary
1414,-143,17,no_fly_zone
1415,-289,90,no_fly_zone
1416,-135,13,no_fly_zone
1417,-116,33,boundary
1418,50,20,boundary
1419,-135,13,no_fly_zone
1420,-172,35,no_fly_zone
1421,-120,35,boundary
1422,-90,20,boundary
1423,-153,22,no_fly_zone
1424,-135,13,no_fly_zone
1425,-90,20,boundary
1426,50,20,boundary
1427,-90,20,boundary
1428,-135,13,no_fly_zone
1429,-34,20,boundary
1430,50,20,boundary
1431,-94,22,boundary
1432,-114,32,boundary
1433,-90,20,boundary
1434,-135,13,no_fly_zone
1435,-135,13,no_fly_zone
1436,50,20,boundary
1437,-135,13,no_fly_zone
1438,-90,20,boundary
1439,50,20,boundary
1440,-90,20,boundary
1441,-104,27,boundary
1442,-90,20,boundary
1443,-135,13,no_fly_zone
1444,-90,20,boundary
1445,-147,19,no_fly_zone
1446,-193,42,no_fly_zone
1447,-83,20,boundary
1448,8,20,boundary
1449,50,20,boundary
1450,-130,14,no_fly_zone
1451,-205,81,boundary
1452,-90,20,boundary
1453,-135,13,no_fly_zone
1454,-135,13,no_fly_zone
1455,-130,14,no_fly_zone
1456,-90,20,boundary
1457,-90,20,boundary
1458,-90,20,boundary
1459,50,20,boundary
1460,-196,94,boundary
1461,-135,13,no_fly_zone
1462,-255,73,no_fly_zone
1463,-108,29,boundary
1464,-90,20,boundary
1465,400,40,target_reached
1466,-90,20,boundary
1467,-135,13,no_fly_zone
1468,50,20,boundary
1469,-135,13,no_fly_zone
1470,-135,13,no_fly_zone
1471,-185,38,no_fly_zone
1472,-183,37,no_fly_zone
1473,50,20,boundary
1474,-135,13,no_fly_zone
1475,50,20,boundary
1476,-90,20,boundary
1477,-90,20,boundary
1478,50,20,boundary
1479,-135,13,no_fly_zone
1480,-90,20,boundary
1481,-90,20,boundary
1482,-90,20,boundary
1483,50,20,boundary
1484,1,20,boundary
1485,-90,20,boundary
1486,-90,20,boundary
1487,-90,20,boundary
1488,50,20,boundary
1489,50,20,boundary
1490,-181,36,no_fly_zone
1491,-130,14,no_fly_zone
1492,-229,60,no_fly_zone
1493,-237,64,no_fly_zone
1494,-141,16,no_fly_zone
1495,-199,45,no_fly_zone
1496,50,20,boundary
1497,-149,20,no_fly_zone
1498,50,20,boundary
1499,-112,31,boundary
1500,-130,14,no_fly_zone
1501,-125,15,no_fly_zone
1502,50,20,boundary
1503,-143,17,no_fly_zone
1504,-90,20,boundary
1505,-90,20,boundary
1506,50,20,boundary
1507,-110,18,no_fly_zone
1508,-135,13,no_fly_zone
1509,-135,13,no_fly_zone
1510,-135,13,no_fly_zone
1511,50,20,boundary
1512,50,20,boundary
1513,-217,54,no_fly_zone
1514,-90,20,boundary
1515,-135,13,no_fly_zone
1516,50,20,boundary
1517,-90,20,boundary
1518,-137,14,no_fly_zone
1519,-90,20,boundary
1520,-90,20,boundary
1521,-90,20,boundary
1522,-83,20,boundary
1523,-90,20,boundary
1524,-169,30,no_fly_zone
1525,-161,26,no_fly_zone
1526,-90,20,boundary
1527,50,20,boundary
1528,-135,13,no_fly_zone
1529,50,20,boundary
1530,-191,41,no_fly_zone
1531,50,20,boundary
1532,-137,14,no_fly_zone
1533,-90,20,boundary
1534,-90,20,boundary
1535,-155,23,no_fly_zone
1536,-135,13,no_fly_zone
1537,-199,45,no_fly_zone
1538,-90,20,boundary
1539,-135,13,no_fly_zone
1540,-135,13,no_fly_zone
1541,-90,20,boundary
1542,-130,14,no_fly_zone
1543,50,20,boundary
1544,-135,13,no_fly_zone
1545,-90,20,boundary
1546,-161,26,no_fly_zone
1547,50,20,boundary
1548,-135,13,no_fly_zone
1549,-135,13,no_fly_zone
1550,1,20,boundary
1551,-90,20,boundary
1552,-147,19,no_fly_zone
1553,-135,13,no_fly_zone
1554,50,20,boundary
1555,-135,13,no_fly_zone
1556,-135,13,no_fly_zone
1557,-172,35,no_fly_zone
1558,-153,22,no_fly_zone
1559,-120,16,no_fly_zone
1560,-165,28,no_fly_zone
1561,-90,20,boundary
1562,-135,13,no_fly_zone
1563,62,28,boundary
1564,-90,20,boundary
1565,-135,13,no_fly_zone
1566,-90,20,boundary
1567,-90,20,boundary
1568,-118,34,boundary
1569,-94,22,boundary
1570,-203,47,no_fly_zone
1571,-141,16,no_fly_zone
1572,-90,20,boundary
1573,-118,55,boundary
1574,-62,20,boundary
1575,-135,13,no_fly_zone
1576,-135,13,no_fly_zone
1577,50,20,boundary
1578,-135,13,no_fly_zone
1579,-201,46,no_fly_zone
1580,-90,20,boundary
1581,-135,13,no_fly_zone
1582,-135,13,no_fly_zone
1583,-90,20,boundary
1584,-215,53,no_fly_zone
1585,-177,34,no_fly_zone
1586,-90,20,boundary
1587,-130,14,no_fly_zone
1588,50,20,boundary
1589,-169,30,no_fly_zone
1590,-135,13,no_fly_zone
1591,-90,20,boundary
1592,-76,20,boundary
1593,-90,20,boundary
1594,-48,20,boundary
1595,-135,13,no_fly_zone
1596,-90,20,boundary
1597,-135,13,no_fly_zone
1598,-90,20,boundary
1599,-90,20,boundary
1600,-90,20,boundary
1601,-261,76,no_fly_zone
1602,-90,20,boundary
1603,-90,20,boundary
1604,-195,43,no_fly_zone
1605,-90,20,boundary
1606,-143,17,no_fly_zone
1607,50,20,boundary
1608,-165,28,no_fly_zone
1609,-135,13,no_fly_zone
1610,-135,13,no_fly_zone
1611,-171,31,no_fly_zone
1612,-90,20,boundary
1613,-135,13,no_fly_zone
1614,51,23,boundary
1615,50,20,boundary
1616,-90,20,boundary
1617,-120,16,no_fly_zone
1618,-90,20,boundary
1619,50,20,boundary
1620,-135,13,no_fly_zone
1621,60,29,boundary
1622,-90,20,boundary
1623,50,20,boundary
1624,-90,20,boundary
1625,-90,20,boundary
1626,-90,20,boundary
1627,-92,21,boundary
1628,-114,32,boundary
1629,50,20,boundary
1630,-163,27,no_fly_zone
1631,-174,62,boundary
1632,-141,16,no_fly_zone
1633,-143,17,no_fly_zone
1634,-153,62,boundary
1635,-13,20,boundary
1636,-83,20,boundary
1637,-219,55,no_fly_zone
1638,-90,20,boundary
1639,-90,20,boundary
1640,-173,32,no_fly_zone
1641,-169,30,no_fly_zone
1642,59,26,boundary
1643,-172,35,no_fly_zone
1644,-135,13,no_fly_zone
1645,-90,20,boundary
1646,-135,13,no_fly_zone
1647,-143,17,no_fly_zone
1648,-41,20,boundary
1649,-90,20,boundary
1650,50,20,boundary
1651,-34,20,boundary
1652,-62,20,boundary
1653,-135,13,no_fly_zone
1654,-360,155,boundary
1655,54,25,boundary
1656,50,20,boundary
1657,-90,20,boundary
1658,-90,20,boundary
1659,43,20,boundary
1660,-205,48,no_fly_zone
1661,54,25,boundary
1662,50,20,boundary
1663,-135,13,no_fly_zone
1664,-163,27,no_fly_zone
1665,50,20,boundary
1666,-155,23,no_fly_zone
1667,-147,19,no_fly_zone
1668,-153,22,no_fly_zone
1669,29,20,boundary
1670,-141,16,no_fly_zone
1671,-90,20,boundary
1672,48,21,boundary
1673,-135,13,no_fly_zone
1674,-179,35,no_fly_zone
1675,-90,20,boundary
1676,50,20,boundary
1677,-90,20,boundary
1678,-90,20,boundary
1679,8,20,boundary
1680,-135,13,no_fly_zone
1681,206,137,target_reached
1682,-90,20,boundary
1683,-90,20,boundary
1684,50,20,boundary
1685,-145,18,no_fly_zone
1686,50,20,boundary
1687,50,20,boundary
1688,-90,20,boundary
1689,-247,69,no_fly_zone
1690,-145,18,no_fly_zone
1691,43,20,boundary
1692,-90,20,boundary
1693,-90,20,boundary
1694,-90,20,boundary
1695,-171,31,no_fly_zone
1696,-221,56,no_fly_zone
1697,-135,13,no_fly_zone
1698,-135,13,no_fly_zone
1699,-135,13,no_fly_zone
1700,-62,20,boundary
1701,57,27,boundary
1702,-297,94,no_fly_zone
1703,-34,20,boundary
1704,-135,13,no_fly_zone
1705,-34,20,boundary
1706,50,20,boundary
1707,-143,17,no_fly_zone
1708,-163,27,no_fly_zone
1709,-135,13,no_fly_zone
1710,50,20,boundary
1711,-159,25,no_fly_zone
1712,-135,13,no_fly_zone
1713,15,20,boundary
1714,-135,13,no_fly_zone
1715,-135,13,no_fly_zone
1716,-90,20,boundary
1717,-55,20,boundary
1718,-90,20,boundary
1719,62,28,boundary
1720,-90,20,boundary
1721,-90,20,boundary
1722,-135,13,no_fly_zone
1723,-96,58,boundary
1724,-90,20,boundary
1725,-217,54,no_fly_zone
1726,-137,14,no_fly_zone
1727,-135,13,no_fly_zone
1728,-62,20,boundary
1729,-151,21,no_fly_zone
1730,-181,36,no_fly_zone
1731,-90,20,boundary
1732,-13,20,boundary
1733,50,20,boundary
1734,-90,20,boundary
1735,-169,30,no_fly_zone
1736,-98,45,boundary
1737,-169,30,no_fly_zone
1738,50,20,boundary
1739,-83,20,boundary
1740,-90,20,boundary
1741,-135,13,no_fly_zone
1742,43,20,boundary
1743,-139,15,no_fly_zone
1744,-163,27,no_fly_zone
1745,-90,20,boundary
1746,-90,20,boundary
1747,-204,77,boundary
1748,-90,20,boundary
1749,-90,20,boundary
1750,-90,20,boundary
1751,50,20,boundary
1752,-90,20,boundary
1753,-96,23,boundary
1754,43,20,boundary
1755,-90,20,boundary
1756,43,20,boundary
1757,-90,20,boundary
1758,50,20,boundary
1759,-90,20,boundary
1760,-135,13,no_fly_zone
1761,50,20,boundary
1762,-90,20,boundary
1763,53,22,boundary
1764,-20,20,boundary
1765,-134,42,boundary
1766,-135,13,no_fly_zone
1767,50,20,boundary
1768,-13,20,boundary
1769,-90,20,boundary
1770,-167,29,no_fly_zone
1771,-90,20,boundary
1772,-90,20,boundary
1773,-135,13,no_fly_zone
1774,60,29,boundary
1775,-169,30,no_fly_zone
1776,-142,46,boundary
1777,-124,37,boundary
1778,50,20,boundary
1779,-151,21,no_fly_zone
1780,53,22,boundary
1781,-67,47,boundary
1782,-143,17,no_fly_zone
1783,-203,47,no_fly_zone
1784,50,20,boundary
1785,-135,13,no_fly_zone
1786,-90,20,boundary
1787,-135,13,no_fly_zone
1788,-235,63,no_fly_zone
1789,-173,32,no_fly_zone
1790,-90,20,boundary
1791,63,31,boundary
1792,-139,15,no_fly_zone
1793,-165,28,no_fly_zone
1794,-90,20,boundary
1795,50,20,boundary
1796,-90,20,boundary
1797,-135,13,no_fly_zone
1798,-90,20,boundary
1799,-135,13,no_fly_zone
1800,50,20,boundary
1801,50,20,boundary
1802,-135,13,no_fly_zone
1803,-135,13,no_fly_zone
1804,-222,86,boundary
1805,50,20,boundary
1806,-90,20,boundary
1807,-135,13,no_fly_zone
1808,-171,31,no_fly_zone
1809,-90,20,boundary
1810,-143,17,no_fly_zone
1811,50,20,boundary
1812,50,20,boundary
1813,-135,13,no_fly_zone
1814,15,20,boundary
1815,-90,20,boundary
1816,-41,20,boundary
1817,-135,13,no_fly_zone
1818,-135,13,no_fly_zone
1819,-90,20,boundary
1820,-13,20,boundary
1821,-135,13,no_fly_zone
1822,50,20,boundary
1823,-137,14,no_fly_zone
1824,-135,13,no_fly_zone
1825,-135,13,no_fly_zone
1826,22,20,boundary
1827,56,24,boundary
1828,-90,20,boundary
1829,-135,13,no_fly_zone
1830,-92,21,boundary
1831,-83,20,boundary
1832,-195,43,no_fly_zone
1833,-141,16,no_fly_zone
1834,-155,23,no_fly_zone
1835,54,25,boundary
1836,-90,20,boundary
1837,-167,29,no_fly_zone
1838,-90,20,boundary
1839,-90,20,boundary
1840,-90,20,boundary
1841,-135,13,no_fly_zone
1842,-165,28,no_fly_zone
1843,-137,47,boundary
1844,-69,20,boundary
1845,29,20,boundary
1846,-90,20,boundary
1847,-215,53,no_fly_zone
1848,-90,20,boundary
1849,-90,20,boundary
1850,-90,20,boundary
1851,-135,13,no_fly_zone
1852,43,20,boundary
1853,50,20,boundary
1854,48,21,boundary
1855,-135,13,no_fly_zone
1856,-90,20,boundary
1857,-182,40,no_fly_zone
1858,226,127,target_reached
1859,43,20,boundary
1860,-163,27,no_fly_zone
1861,-135,13,no_fly_zone
1862,-180,65,boundary
1863,48,21,boundary
1864,-257,74,no_fly_zone
1865,50,20,boundary
1866,-92,21,boundary
1867,-90,20,boundary
1868,-150,50,boundary
1869,-90,20,boundary
1870,57,27,boundary
1871,-135,13,no_fly_zone
1872,-90,20,boundary
1873,-90,20,boundary
1874,-90,20,boundary
1875,-90,20,boundary
1876,-90,20,boundary
1877,-209,50,no_fly_zone
1878,-201,46,no_fly_zone
1879,50,20,boundary
1880,-159,25,no_fly_zone
1881,-90,20,boundary
1882,-181,36,no_fly_zone
1883,-135,13,no_fly_zone
1884,-135,13,no_fly_zone
1885,-135,13,no_fly_zone
1886,50,20,boundary
1887,-241,66,no_fly_zone
1888,-135,13,no_fly_zone
1889,-90,20,boundary
1890,50,20,boundary
1891,-90,20,boundary
1892,-159,25,no_fly_zone
1893,-135,13,no_fly_zone
1894,-156,53,boundary
1895,50,20,boundary
1896,-135,13,no_fly_zone
1897,-126,38,boundary
1898,-90,20,boundary
1899,50,20,boundary
1900,50,20,boundary
1901,-90,20,boundary
1902,-135,13,no_fly_zone
1903,59,26,boundary
1904,-90,20,boundary
1905,-159,25,no_fly_zone
1906,-227,59,no_fly_zone
1907,-90,20,boundary
1908,-135,13,no_fly_zone
1909,56,24,boundary
1910,-161,26,no_fly_zone
1911,-90,20,boundary
1912,50,20,boundary
1913,60,29,boundary
1914,-90,20,boundary
1915,60,29,boundary
1916,50,20,boundary
1917,-90,20,boundary
1918,-225,58,no_fly_zone
1919,-90,20,boundary
1920,-130,40,boundary
1921,-219,55,no_fly_zone
1922,-135,13,no_fly_zone
1923,-125,15,no_fly_zone
1924,-135,13,no_fly_zone
1925,50,20,boundary
1926,-201,46,no_fly_zone
1927,-90,20,boundary
1928,-201,46,no_fly_zone
1929,-135,13,no_fly_zone
1930,-106,28,boundary
1931,-151,21,no_fly_zone
1932,400,40,target_reached
1933,57,27,boundary
1934,-135,13,no_fly_zone
1935,-135,13,no_fly_zone
1936,63,31,boundary
1937,50,20,boundary
1938,-69,20,boundary
1939,50,20,boundary
1940,-135,13,no_fly_zone
